Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act
3157,"Well, Im gonna fill in for him as food critic for the Chelsea Reporter.",Monica,joy,315,2,4,9,"00:01:44,145","00:01:47,606",s
3158,"Wow, Monica! What an amazing opportunity to influence dozens of people.",Monica,joy,315,3,4,9,"00:01:47,774","00:01:54,321",ap
3159,"How could you say yes, what about our catering business?",Phoebe,anger,315,4,4,9,"00:01:56,950","00:01:59,159",q
3160,"Oh no-no-no, its only one night a week, and plus I get to take all of you out for a",Monica,neutral,315,5,4,9,"00:01:59,327","00:02:03,956",ans
3161,Yay!!,All,joy,315,6,4,9,"00:02:04,124","00:02:05,290",oth
3162,"Oh, in that caseYay! That was me hopping on board.",Phoebe,joy,315,7,4,9,"00:02:05,458","00:02:13,006",s
3163,Oh.,Monica,joy,315,8,4,9,"00:02:12,000","00:02:13,006",b
3164,"Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?",Chandler,joy,315,9,4,9,"00:02:13,883","00:02:19,680",q
3165,Hello.,Joey,neutral,316,0,4,8,"00:00:04,379","00:00:05,421",g
3166,"Hey, its me.",Chandler,neutral,316,1,4,8,"00:00:05,588","00:00:07,000",g
3167,"I know you cant stand to be in the same room as me, so I just thought Id try and apologize over the phone.",Chandler,sadness,316,2,4,8,"00:00:05,588","00:00:11,552",s
3169,Hello.,Joey,neutral,316,3,4,8,"00:00:16,516","00:00:18,100",g
3170,"Look I never should have kissed your girlfriend, but Im",Chandler,fear,316,4,4,8,"00:00:19,019","00:00:22,187",o
3171,Stop callin!!,Joey,anger,316,5,4,8,"00:00:26,067","00:00:27,109",c
3172,"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",Voice,joy,316,6,4,8,"00:00:27,277","00:00:34,283",s
3173,All right!,Joey,neutral,316,7,4,8,"00:00:34,451","00:00:35,701",s
3174,"What is the name of your roommate who is very, very sorry and would do anything",Voice,neutral,316,8,4,8,"00:00:35,869","00:00:41,874",q
3175,Joseph Francis Tribbiani are you home yet?!!,Phoebe,neutral,317,0,7,11,"00:03:26,247","00:03:30,375",q
3176,"Umm, I think hes still out. Whats wrong?",Rachel,joy,317,1,7,11,"00:03:30,543","00:03:32,586",q
3177,"Well, Ill tell you Rachel Karen Green, I had plans with Joey tonight and he left me this note.",Phoebe,neutral,317,2,7,11,"00:03:32,754","00:03:38,342",ans
3178,"""Pheebs, cant make it, got a date. Talk to you later. Big Daddy."" Big Daddy?",Rachel,anger,317,3,7,11,"00:03:39,093","00:03:44,139",s
3179,Oh thats a nickname we were trying out.,Phoebe,neutral,317,4,7,11,"00:03:45,266","00:03:48,060",s
3180,"Hey, yknow what nickname never caught on? The Ross-A-Tron!",Ross,joy,317,5,7,11,"0:03:48,228","0:03:51,750",s
3181,Hey!,Joey,joy,317,6,7,11,"0:03:51,750","0:03:52,581",g
3182,Oh! Heres Joseph Francis!,Phoebe,joy,317,7,7,11,"00:03:55,401","00:03:58,195",s
3183,Oh-Wha-Ho! What are you middle naming me for?! I left you a note!,Joey,surprise,317,8,7,11,"00:03:58,363","00:04:03,408",s
3184,So what?! That doesnt give you the right to ditch me!,Phoebe,anger,317,9,7,11,"00:04:03,576","00:04:05,953",o
3185,"Hey, you can cancel plans with friends if there is the possibility for sex!",Joey,anger,317,10,7,11,"00:04:06,120","00:04:10,332",o
3186,"Phoebe hes right, that is the rule.",Ross,neutral,317,11,7,11,"00:04:10,500","00:04:12,292",ag
3187,I dont accept this rule.,Phoebe,anger,317,12,7,11,"00:04:12,460","00:04:13,752",dag
3188,"When we make plans, I expect you to show up.",Phoebe,anger,317,13,7,11,"00:04:13,920","00:04:16,338",s
3189,"Okay, I cant just be a way to kill time til you meet someone better!",Phoebe,anger,317,14,7,11,"00:04:16,506","00:04:19,758",s
3190,"Yknow boyfriends and girlfriends come and go, but this is for life!",Phoebe,anger,317,15,7,11,"00:04:19,926","00:04:24,638",o
3191,Did you know he was in there?,Rachel,neutral,318,0,7,10,"00:01:26,294","00:01:28,629",q
3192,No.,Monica,neutral,318,1,7,10,"00:01:27,629","00:01:28,629",ans
3193,How long have we been home?,Chandler,neutral,318,2,7,10,"0:01:30,215","0:01:31,567",q
3194,About a half an hour.,Monica,neutral,318,3,7,10,"0:01:31,567","0:01:32,947",ans
3195,Love,Chandler,neutral,318,4,7,10,"00:01:33,051","00:01:34,053",s
3196,"Lights. Uh, romantic lights.",Pete,neutral,319,0,3,23,"00:17:35,387","00:17:40,058",s
3197,"Ooh, nice.",Monica,joy,319,1,3,23,"00:17:40,476","00:17:42,977",o
3198,"So ah, there was this thing I wanted to talk to you about.",Pete,neutral,319,2,3,23,"00:17:43,145","00:17:46,564",s
3199,"Oh, right! I completely forgot about that.",Monica,neutral,319,3,3,23,"00:17:47,024","00:17:50,610",s
3200,"Well ah, Ive been doing a lot of thinking, and I look at my life",Pete,neutral,319,4,3,23,"00:17:53,489","00:17:59,494",s
3201,Yeah?,Monica,neutral,319,5,3,23,"00:17:57,951","00:17:59,494",b
3202,"And I feel like Ive conquered the business world, and I feel like Ive conquered the intellectual world, and now I-I have the most beautiful woman in the world.",Pete,anger,319,6,3,23,"00:17:59,661","00:18:10,630",o
3203,Wow.,Monica,surprise,319,7,3,23,"00:18:12,216","00:18:13,591",b
3204,Theres one thing missing.,Pete,sadness,319,8,3,23,"00:18:14,676","00:18:16,385",s
3205,Whats that?,Monica,neutral,319,9,3,23,"00:18:17,679","00:18:18,930",q
3206,Its time for me to conquer the physical world.,Pete,neutral,319,10,3,23,"00:18:20,516","00:18:23,559",ans
3207,Okay.,Monica,neutral,319,11,3,23,"00:18:26,063","00:18:27,563",b
3208,"Monica, I want to become the Ultimate Fighting Champion.",Pete,neutral,319,12,3,23,"00:18:28,857","00:18:38,241",s
3209,You wanna what?!,Monica,surprise,319,13,3,23,"00:18:36,532","00:18:38,241",q
3210,"I want to become the Ultimate Fighting Champion! Its the most intense physical competition in the world, its banned in 49 states!",Pete,joy,319,14,3,23,"00:18:39,034","00:18:45,957",ans
3211,What are you talking about?,Monica,surprise,319,15,3,23,"00:18:46,542","00:18:48,376",q
3212,"Okay, my trainer, Ho Chi, is teaching me a combination of Gee Koon Doe and Brazilian street fighting, Ive even had my own octagon training ring designed.",Pete,neutral,319,16,3,23,"00:18:48,544","00:18:56,592",ans
3213,And I suppose you used a ring designer for that.,Monica,joy,319,17,3,23,"00:18:56,760","00:18:59,679",s
3214,Yeah.,Pete,neutral,319,18,3,23,"00:19:00,055","00:19:01,389",ag
3215,"Monica, I want you there in the front row when I win.",Pete,joy,319,19,3,23,"00:19:02,307","00:19:05,810",s
3216,I want you close enough to smell the blood.,Pete,joy,319,20,3,23,"00:19:05,978","00:19:08,479",s
3217,What do you think?,Pete,neutral,319,21,3,23,"00:19:10,482","00:19:12,150",q
3218,My parents will be so happy.,Monica,disgust,319,22,3,23,"00:19:13,402","00:19:15,653",ans
3219,Okay to come in?,Chandler,neutral,320,0,6,16,"00:19:56,653","00:20:00,156",q
3220,"Yeah, come on, eat, whatever you want. Dr. Roger got beeped again.",Monica,neutral,320,1,6,16,"00:19:56,653","00:20:02,366",ans
3221,"Yeah I know, guess who beeped him?",Chandler,neutral,320,2,6,16,"00:20:02,534","00:20:04,994",q
3222,What?!,Monica,surprise,320,3,6,16,"0:20:07,080","0:20:07,706",q
3223,Im the ruptured spleen.,Chandler,sadness,320,4,6,16,"0:20:07,706","0:20:10,359",ans
3224,Why would you do that?,Monica,joy,320,5,6,16,"00:20:11,919","00:20:15,504",q
3225,Because you shouldnt be with him. You should be with me.,Chandler,sadness,320,6,6,16,"00:20:19,134","00:20:20,676",ans
3226,Really?,Monica,surprise,320,7,6,16,"00:20:23,180","00:20:25,306",q
3228,"When you were talking about Roger, that was killing me!",Chandler,sadness,320,8,6,16,"00:20:23,180","00:20:27,892",ans
3229,"Look, things like last night they dont just happen.",Chandler,neutral,320,9,6,16,"00:20:28,060","00:20:30,394",s
3231,Or at least not to me.,Chandler,neutral,320,10,6,16,"00:20:30,562","00:20:34,732",s
3232,"Or with the other two women, in the morning yknow I was just lying there and I couldnt wait to just go hang out with my friends, but with you I always yknow with a friend.",Chandler,neutral,320,11,6,16,"00:20:36,944","00:20:48,287",s
3233,Chandler!,Monica,surprise,320,12,6,16,"00:20:49,122","00:20:52,708",g
3234,"I know you probably dont want to go out with me, yknow because I make too many jokes and Ive never been in a serious relationship and I guess Im not technically a ""doctor""",Chandler,sadness,320,13,6,16,"00:20:49,122","00:20:59,423",o
3235,"There was just one woman, wasnt there?",Monica,neutral,320,14,6,16,"00:21:07,683","00:21:09,892",o
3236,"No, there were two.",Chandler,neutral,320,15,6,16,"00:21:10,769","00:21:12,270",s
3237,Including me?,Monica,surprise,320,16,6,16,"0:21:12,521","0:21:13,413",q
3238,Oh yeah.,Chandler,joy,320,17,6,16,"0:21:13,413","0:21:14,399",ans
3239,Hey!,Phoebe,joy,321,0,8,7,"0:16:33,659","0:16:34,301",g
3240,Welcome back!,Eric,joy,321,1,8,7,"0:16:34,301","0:16:36,092",g
3241,Hey! Can we pick up where we left off?,Phoebe,joy,321,2,8,7,"00:16:38,288","00:16:40,915",q
3242,"I dont know, Im still pretty tired out from this afternoon.",Eric,neutral,321,3,8,7,"00:16:41,083","00:16:42,792",ans
3243,Why?,Phoebe,surprise,321,4,8,7,"0:16:42,960","0:16:43,586",q
3244,"Uh, the sex.",Eric,neutral,321,5,8,7,"0:16:43,586","0:16:45,311",ans
3245,What sex?,Phoebe,surprise,321,6,8,7,"0:16:45,421","0:16:46,339",q
3246,Our sex.,Eric,joy,321,7,8,7,"0:16:46,339","0:16:47,400",ans
3247,We didnt have sex.,Phoebe,surprise,321,8,8,7,"00:16:47,506","00:16:48,881",s
3248,"Well if I didnt have sex with you, I had sex with someone that looked an awful lot like",Eric,neutral,321,9,8,7,"00:16:47,506","00:16:53,720",s
3249,Ew! Ew! Ew! Ew! Ew! Ew!,Phoebe,disgust,321,10,8,7,"0:16:55,889","0:16:59,226",oth
3250,Oh no! Oh no! Oh no! Oh no! No! No! No!,Eric,disgust,321,11,8,7,"0:16:59,226","0:17:00,332",oth
3251,Oh my God Stu! I-I cant believe you did this! Now are you absolutely sure shes a hooker?,Monica,disgust,322,0,8,8,"00:14:17,189","00:14:22,569",q
3252,"Either that or shes just the best, most expensive date I ever had.",Stu,surprise,322,1,8,8,"00:14:22,820","00:14:26,531",ans
3253,Would you look at them. Am I ever gonna find a boyfriend again? I gonna die an old maid.,Monica,sadness,323,0,3,25,"00:02:23,935","00:02:31,316",s
3254,Im your mother.,Phoebe Sr.,neutral,324,0,4,1,"0:00:09,551","0:00:10,427",s
3255,Ehh?,Phoebe,surprise,324,1,4,1,"0:00:10,427","0:00:11,614",oth
3256,"Oh, and then Monica joked that she wouldnt go out with a guy like Chandler...",Joey,neutral,324,2,4,1,"00:00:11,720","00:00:14,430",s
3257,Hi there.,Chandler,neutral,324,3,4,1,"00:00:14,597","00:00:16,098",g
3258,"...and he couldnt let it go, and... I dont really know what happened with that either.",Joey,neutral,324,4,4,1,"00:00:14,597","00:00:20,394",s
3260,"And then Rosss new girlfriend, Bonnie, shows up and Rachel convinced her to save her head.",Joey,neutral,324,5,4,1,"00:00:16,266","00:00:30,404",s
3261,"And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I dont know what happened there either...",Joey,neutral,324,6,4,1,"00:00:22,939","00:00:30,404",s
3262,"Y'know what, hold on, let me go get Chandler.",Joey,neutral,324,7,4,1,"00:00:30,572","00:00:32,823",c
3263,"Uh Mr. Morse, can I speak to you for a moment?",Ross,neutral,325,0,7,18,"00:19:50,480","00:19:53,441",q
3264,"Well yeah, I lied before.",Phoebe,sadness,326,0,8,1,"00:20:55,587","00:20:58,130",ans
3265,Oh!,Rachel,surprise,326,1,8,1,"00:20:58,298","00:20:59,590",b
3266,Oh God,Monica,surprise,326,2,8,1,"00:20:58,298","00:21:03,010",b
3267,Now you know how you really feel about it.,Phoebe,neutral,326,3,8,1,"0:21:03,178","0:21:05,100",s
3268,"Oh-oh, thats a risky little game!",Rachel,surprise,326,4,8,1,"0:21:05,100","0:21:08,064",o
3269,Are you really gonna do this?,Monica,fear,326,5,8,1,"00:21:11,353","00:21:12,853",q
3270,Yeah. Im gonna have a baby. Im gonna have a baby. Im gonna have a baby!,Rachel,joy,326,6,8,1,"00:21:15,023","00:21:18,442",ans
3271,With who?,Phoebe,neutral,326,7,8,1,"0:21:30,330","0:21:30,789",q
3272,"Ah, its still not the time.",Rachel,neutral,326,8,8,1,"0:21:30,789","0:21:33,954",s
3273,You said I was boring--Ohh!,Phoebe,anger,327,0,5,22,"00:18:18,555","00:18:21,265",s
3274,When did I say you were boring?!,Ross,neutral,327,1,5,22,"00:18:24,269","00:18:25,770",q
3275,"Oh my God, I remember now! We were playing chess!",Phoebe,surprise,327,2,5,22,"00:18:25,979","00:18:29,065",ans
3276,Phoebe! You and I have,Ross,neutral,327,3,5,22,"00:18:29,274","00:18:32,235",s
3277,"Oh, come on!",Phoebe,joy,327,4,5,22,"00:18:32,444","00:18:33,486",oth
3278,"Yes, remember that time on the frozen lake?",Phoebe,neutral,327,5,5,22,"00:18:33,654","00:18:37,615",q
3279,"We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!",Phoebe,anger,327,6,5,22,"00:18:37,783","00:18:41,744",ans
3280,"Okay, there's a",Phoebe,neutral,327,7,5,22,"00:18:44,832","00:18:47,333",oth
3281,"All right, Im leaving!",Jill,anger,328,0,6,14,"00:21:20,279","00:21:22,989",s
3282,Because Im not going to spend one more day with someone whose out to sabotage my every move.,Jill,anger,328,1,6,14,"00:21:20,279","00:21:25,658",s
3283,Thats you Rachel!,Jill,anger,328,2,6,14,"00:21:25,867","00:21:27,076",s
3284,"Yeah, I got that.",Rachel,neutral,328,3,6,14,"00:21:28,161","00:21:29,328",a
3285,"And you! I throw myself at you and you say no, how gay are you?",Jill,anger,328,4,6,14,"00:21:29,955","00:21:34,458",s
3286,You take care Jill.,Ross,neutral,328,5,6,14,"00:21:39,923","00:21:42,008",s
3287,"Okay, see ya!",Jill,joy,328,6,6,14,"0:21:42,217","0:21:42,968",g
3288,Bye-bye,Joey,joy,328,7,6,14,"0:21:42,968","0:21:45,117",g
3290,"I-I cant believe Jills gone. I cant help it, I opened a gate.",Chandler,sadness,328,8,6,14,"00:21:46,471","00:21:53,436",s
3291,"How about, youre moving!!",Monica,joy,329,0,6,6,"00:12:50,478","00:12:52,103",s
3292,Look! This is ridiculous. We should be packing you!!,Rachel,anger,329,1,6,6,"00:13:02,865","00:13:07,869",o
3293,"Hey, how are you guys doing?",Phoebe,neutral,329,2,6,6,"0:13:09,830","0:13:11,249",q
3294,Great! Monicas moving!,Rachel,joy,329,3,6,6,"0:13:11,249","0:13:12,931",ans
3295,I am not!,Monica,anger,329,4,6,6,"00:13:14,376","00:13:15,460",dag
3296,Oh really?! Then how come all your stuff is in this box?!,Rachel,surprise,329,5,6,6,"00:13:15,628","00:13:18,671",q
3297,"Okay, you guys. You guys I think I know whats going on here. Okay, you guys",Phoebe,neutral,329,6,6,6,"00:13:18,839","00:13:22,258",s
3298,No Phoebe I am mad!,Monica,anger,329,7,6,6,"0:13:33,854","0:13:35,106",s
3299,"Well, deep-deep-deep down!",Phoebe,neutral,329,8,6,6,"0:13:35,106","0:13:36,127",s
3300,"Yeah, Im just mad!",Rachel,anger,329,9,6,6,"00:13:36,273","00:13:37,732",ag
3301,Then keep running.,Phoebe,neutral,329,10,6,6,"00:13:38,567","00:13:39,692",c
3302,Okay!,Joshua,neutral,330,0,4,14,"00:04:08,998","00:04:12,334",ag
3303,"Oh, heres that trench-coat that you wanted.",Rachel,neutral,330,1,4,14,"0:04:24,472","0:04:31,855",s
3304,"Oh great! Wow! Yeah, its comfortable.",Joshua,joy,330,2,4,14,"0:04:31,855","0:04:31,993",ap
3305,Yeah?,Rachel,neutral,330,3,4,14,"00:05:37,837","00:05:39,463",oth
3306,Oh! Here we,Phoebe,anger,331,0,5,2,"00:07:46,799","00:07:48,383",oth
3307,"All right, y'know what, we've been talking about London too much haven't we?",Chandler,neutral,331,1,5,2,"00:07:55,766","00:07:58,059",q
3309,I'm sorry.,Phoebe,neutral,331,2,5,2,"00:07:58,561","00:07:59,561",ap
3310,It's just 'cause I couldn't be there.,Phoebe,neutral,331,3,5,2,"00:07:58,561","00:08:01,354",s
3311,"Cause all I ever get to do now is pregnant stuff, it just bums me out.",Phoebe,sadness,331,4,5,2,"00:08:01,606","00:08:05,066",s
3312,Sorry.,All,neutral,331,5,5,2,"00:08:05,318","00:08:06,776",ap
3313,What happened?,Monica,neutral,331,6,5,2,"00:08:07,820","00:08:10,906",q
3314,"Well, y'know, a little of this, a little of that. Got myself a date tomorrow night.",Rachel,neutral,331,7,5,2,"00:08:11,157","00:08:12,824",ans
3315,"See, didn't I tell you?! You're getting over Ross already!",Monica,joy,331,8,5,2,"00:08:13,075","00:08:17,078",s
3317,Get out!,Gunther,joy,331,9,5,2,"00:08:18,664","00:08:19,706",c
3318,I just didnt see the fast song coming.,Ross,surprise,332,0,8,1,"00:21:43,719","00:21:46,137",s
3319,Shh.,Joey,neutral,332,1,8,1,"0:21:46,305","0:21:46,389",oth
3320,Shh.,Joey,neutral,332,2,8,1,"0:21:46,389","0:21:48,183",oth
3321,"Dont try to talk, well get you up to your room, well soak your feet, youll be okay.",Joey,neutral,332,3,8,1,"0:21:48,183","0:21:50,915",o
3322,"Oh, thank you.",Ross,neutral,332,4,8,1,"0:21:50,976","0:21:51,898",g
3323,That is so sweet!,Mona,joy,332,5,8,1,"0:21:51,898","0:21:53,282",o
3324,Yeah.,Joey,neutral,332,6,8,1,"00:21:53,395","00:21:54,812",oth
3325,"No, I mean it. There are so few genuinely nice guys out there.",Mona,anger,332,7,8,1,"00:21:53,395","00:21:57,732",o
3326,"Tell me about it, I feel like Im holding down the fort all by myself.",Joey,neutral,332,8,8,1,"00:21:57,899","00:22:02,111",s
3327,Its Joey right?,Mona,neutral,332,9,8,1,"0:22:02,654","0:22:03,996",q
3328,Yeah.,Joey,neutral,332,10,8,1,"0:22:03,996","0:22:05,301",ans
3329,Wait a minute!,Ross,surprise,332,11,8,1,"0:22:05,407","0:22:06,089",s
3330,No!,Ross,anger,332,12,8,1,"0:22:06,089","0:22:07,132",dag
3331,Im the nice one!,Ross,surprise,332,13,8,1,"0:22:07,132","0:22:09,013",s
3332,Im the one who danced with the kids all night!,Ross,surprise,332,14,8,1,"00:22:09,077","00:22:12,955",s
3333,HowHow small are your feet?,Ross,neutral,332,15,8,1,"00:22:13,582","00:22:15,499",q
3335,"Uhh, do you mind sitting there. Im-Im saving this for my friend Ross.",Joey,neutral,333,0,4,11,"00:10:15,281","00:10:18,950",s
3336,You mean Dr. Geller?,Tour Guide,neutral,333,1,4,11,"00:10:19,201","00:10:20,577",q
3337,Doctor? Wow! I didnt know he had a nickname.,Joey,surprise,333,2,4,11,"00:10:20,870","00:10:23,955",q
3338,"Oh, he wont sit here.",Tour Guide,neutral,333,3,4,11,"00:10:25,374","00:10:27,167",s
3339,"Only the people in the white coats sit over there, and only the people in the blue blazers sit here.",Tour Guide,neutral,333,4,4,11,"00:10:27,376","00:10:34,758",s
3340,"Yeah, it mustve fallen out a few blocks back. I just figured we hit a dog.",Joey,joy,334,0,4,7,"00:09:57,513","00:10:02,017",s
3341,Okay.,Chandler,neutral,334,1,4,7,"00:10:03,185","00:10:04,185",a
3342,"Listen uh, could you put Kathy on, I wanna apologize.",Joey,sadness,334,2,4,7,"00:10:04,353","00:10:07,689",c
3343,Oh yeah man. Joey.,Chandler,neutral,334,3,4,7,"00:10:08,441","00:10:09,816",ag
3344,Hey.,Kathy,neutral,334,4,4,7,"00:10:10,526","00:10:11,526",g
3345,"Oh no its fine, dont worry about it.",Kathy,neutral,334,5,4,7,"00:10:11,736","00:10:14,613",s
3346,"Yeah-no, stop apologizing, its okay.",Kathy,neutral,334,6,4,7,"00:10:14,822","00:10:17,741",s
3348,Ill talk to you tomorrow.,Kathy,neutral,334,7,4,7,"00:10:17,992","00:10:20,243",s
3349,"I should uh, probably go.",Kathy,neutral,334,8,4,7,"00:10:23,039","00:10:25,081",o
